CITY,COUNTY,FACILITY_TYPE,SHELTER_TYPE,Risk_Capacity_Spaces,Evacuation_Zone,General_Pop,SPECIAL_NEEDS,Pet_Friendly,rsig_Longitude,rsig_Latitude,Longitude,Latitude,rsisn_Longitude,rsisn_Latitude
W Palm Beach,PALM BEACH,SHELTER,RISK,830,No,Yes, , ,-80.17957830, 26.65251118,,,,
Boynton Beach,PALM BEACH,SHELTER,RISK,1003,No,Yes, , ,-80.14058803, 26.51411201,,,,
Boynton Beach,PALM BEACH,SHELTER,RISK,223,No,Yes, , ,-80.14611598, 26.55171201,,,,
Jupiter,PALM BEACH,SHELTER,RISK,1085,No,Yes, , ,-80.12169899, 26.89839000,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,253,No,Yes, , ,-80.05462902, 26.62571801,,,,
Boynton Beach,PALM BEACH,SHELTER,RISK,221,No,Yes, , ,-80.14611598, 26.55171201,,,,
Palm Bch Gardens,PALM BEACH,SHELTER,RISK,257,No,Yes, , ,-80.11500403, 26.84747999,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,235,No,Yes, , ,-80.24721003, 26.36195599,,,,
Boynton Beach,PALM BEACH,SHELTER,RISK,383,No,Yes, , ,-80.08349797, 26.54116900,,,,
Delray,PALM BEACH,SHELTER,RISK,899,No,Yes, , ,-80.09823503, 26.46261699,,,,
W. Palm Beach,PALM BEACH,SHELTER,RISK,1119,No,Yes, , ,-80.06712199, 26.65448198,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,824,No,Yes, , ,-80.24721003, 26.36195599,,,,
Palm Bch Gardens,PALM BEACH,SHELTER,RISK,2153,No,Yes, , ,-80.10165703, 26.82475301,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,333,No,Yes, , ,-80.24721003, 26.36195599,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,260,No,Yes, , ,-80.14754401, 26.39945302,,,,
Greenacres,PALM BEACH,SHELTER,RISK,229,No,Yes, , ,-80.11636400, 26.63014399,,,,
Palm Bch Gardens,PALM BEACH,SHELTER,RISK,706,No,Yes, , ,-80.10165703, 26.82475301,,,,
Palm Bch Gardens,PALM BEACH,SHELTER,RISK,238,No,Yes, , ,-80.11500403, 26.84747999,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,716,No,Yes, , ,-80.14396996, 26.55899702,,,,
Palm Bch Gardens,PALM BEACH,SHELTER,RISK,995,No,Yes, , ,-80.10635399, 26.87695802,,,,
W Palm Beach,PALM BEACH,SHELTER,RISK,1026,No,Yes, , ,-80.17957830, 26.65251118,,,,
Boynton Beach,PALM BEACH,SHELTER,RISK,303,No,Yes, , ,-80.14611598, 26.55171201,,,,
Loxahatchee,PALM BEACH,SHELTER,RISK,326,No,Yes, , ,-80.31068401, 26.74666401,,,,
W Palm Beach,PALM BEACH,SHELTER,RISK,17,No,Yes, , ,-80.10815602, 26.73383002,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,1578,E,Yes, , ,-80.11704997, 26.36474000,,,,
Belle Grade,PALM BEACH,SHELTER,RISK,497,No,Yes, , ,-80.67275800, 26.68997800,,,,
Greenacres,PALM BEACH,SHELTER,RISK,613,No,Yes, , ,-80.11636400, 26.63014399,,,,
Loxahatchee,PALM BEACH,SHELTER,RISK,2249,No,Yes, , ,-80.32899997, 26.77624601,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,1061,No,Yes, , ,-80.24721003, 26.36195599,,,,
Wellington,PALM BEACH,SHELTER,RISK,239,No,Yes, , ,-80.28631287, 26.66625788,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,920,No,Yes, , ,-80.18827201, 26.37683999,,,,
Palm Bch Gardens,PALM BEACH,SHELTER,RISK,290,No,Yes, , ,-80.11500403, 26.84747999,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,1312,E,Yes, , ,-80.11704997, 26.36474000,,,,
Delray,PALM BEACH,SHELTER,RISK,1418,No,Yes, , ,-80.09823503, 26.46261699,,,,
Boynton Beach,PALM BEACH,SHELTER,RISK,102,E,Yes, , ,-80.08349797, 26.54116900,,,,
Greenacres,PALM BEACH,SHELTER,RISK,2230,No,Yes, , ,-80.12410502, 26.60669101,,,,
W Palm Beach,PALM BEACH,SHELTER,RISK,224,No,Yes, , ,-80.10815602, 26.73383002,,,,
W Palm Beach,PALM BEACH,SHELTER,RISK,364,No,Yes, , ,-80.17957830, 26.65251118,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,1966,No,Yes, , ,-80.05462902, 26.62571801,,,,
Loxahatchee,PALM BEACH,SHELTER,RISK,540,No,Yes, , ,-80.31068401, 26.74666401,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,272,No,Yes, , ,-80.07066997, 26.63278601,,,,
Belle Glade,PALM BEACH,SHELTER,RISK,894,No,Yes, , ,-80.68122992, 26.66757594,,,,
Belle Grade,PALM BEACH,SHELTER,RISK,745,No,Yes, , ,-80.67275800, 26.68997800,,,,
Delray Beach,PALM BEACH,SHELTER,RISK,267,No,Yes, , ,-80.11282700, 26.46019298,,,,
Palm Bch Gardens,PALM BEACH,SHELTER,RISK,1213,No,Yes, , ,-80.10165703, 26.82475301,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,859,No,Yes, , ,-80.14396996, 26.55899702,,,,
Greenacres,PALM BEACH,SHELTER,RISK,663,No,Yes, , ,-80.11636400, 26.63014399,,,,
Palm Bch Gardens,PALM BEACH,SHELTER,RISK,1634,No,Yes, , ,-80.10635399, 26.87695802,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,304,No,Yes, , ,-80.07066997, 26.63278601,,,,
W Palm Beach,PALM BEACH,SHELTER,RISK,2355,No,Yes, , ,-80.08383903, 26.77582901,,,,
W. Palm Beach,PALM BEACH,SHELTER,RISK,1355,No,Yes, , ,-80.06712199, 26.65448198,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,889,No,Yes, , ,-80.18827201, 26.37683999,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,1297,No,Yes, , ,-80.18827201, 26.37683999,,,,
Greenacres,PALM BEACH,SHELTER,RISK,1293,No,Yes, , ,-80.11636400, 26.63014399,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,2320,No,Yes, , ,-80.18759199, 26.62341299,,,,
Greenacres,PALM BEACH,SHELTER,RISK,718,No,Yes, , ,-80.11636400, 26.63014399,,,,
Loxahatchee,PALM BEACH,SHELTER,RISK,1227,No,Yes, , ,-80.31068401, 26.74666401,,,,
Delray,PALM BEACH,SHELTER,RISK,1616,No,Yes, , ,-80.09823503, 26.46261699,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,408,No,Yes, , ,-80.14396996, 26.55899702,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,927,E,Yes, , ,-80.11704997, 26.36474000,,,,
W Palm Beach,PALM BEACH,SHELTER,RISK,701,No,Yes, , ,-80.17957830, 26.65251118,,,,
Delray Beach,PALM BEACH,SHELTER,RISK,384,No,Yes, , ,-80.11282700, 26.46019298,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,240,No,Yes, ,Yes,-80.14113604, 26.56000498,-80.14113604, 26.56000498,,
Boynton Beach,PALM BEACH,SHELTER,RISK,289,No,Yes, , ,-80.14611598, 26.55171201,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,1227,No,Yes, , ,-80.24721003, 26.36195599,,,,
Greenacres,PALM BEACH,SHELTER,RISK,568,No,Yes, , ,-80.11636400, 26.63014399,,,,
Wellington,PALM BEACH,SHELTER,RISK,271,No,Yes, , ,-80.28631287, 26.66625788,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,719,E,Yes, , ,-80.11704997, 26.36474000,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,174,No,Yes, , ,-80.14396996, 26.55899702,,,,
Delray,PALM BEACH,SHELTER,RISK,1256,No,Yes, , ,-80.09823503, 26.46261699,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,138,No,Yes, , ,-80.05462902, 26.62571801,,,,
Palm Bch Gardens,PALM BEACH,SHELTER,RISK,1970,No,Yes, , ,-80.10165703, 26.82475301,,,,
Loxahatchee,PALM BEACH,SHELTER,RISK,172,No,Yes, , ,-80.31068401, 26.74666401,,,,
W Palm Beach,PALM BEACH,SHELTER,RISK,1123,No,Yes, , ,-80.17957830, 26.65251118,,,,
W. Palm Beach,PALM BEACH,SHELTER,RISK,1200,No,Yes, , ,-80.06712199, 26.65448198,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,297,No,Yes, , ,-80.07066997, 26.63278601,,,,
Greenacres,PALM BEACH,SHELTER,RISK,354,No,Yes, , ,-80.11636400, 26.63014399,,,,
Boynton Beach,PALM BEACH,SHELTER,RISK,963,No,Yes, , ,-80.08349797, 26.54116900,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,387,No,Yes, , ,-80.14754401, 26.39945302,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,1017,No,Yes, , ,-80.14396996, 26.55899702,,,,
Delray Beach,PALM BEACH,SHELTER,RISK,276,No,Yes, , ,-80.11282700, 26.46019298,,,,
Boca Raton,PALM BEACH,SHELTER,RISK,48,No,Yes, , ,-80.24721003, 26.36195599,,,,
W Palm Beach,PALM BEACH,SHELTER,RISK,291,No,Yes, , ,-80.10815602, 26.73383002,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,879,No,Yes, , ,-80.14396996, 26.55899702,,,,
Delray,PALM BEACH,SHELTER,RISK,436,No,Yes, , ,-80.09823503, 26.46261699,,,,
W Palm Beach,PALM BEACH,SHELTER,RISK,718,No,Yes, , ,-80.17957830, 26.65251118,,,,
Lake Worth,PALM BEACH,SHELTER,RISK,15,No,Yes, , ,-80.07066997, 26.63278601,,,,
Palm Bch Gardens,PALM BEACH,SHELTER,RISK,801,No,Yes, , ,-80.10635399, 26.87695802,,,,
Belle Glade,PALM BEACH,SHELTER,RISK,649,No,Yes, , ,-80.68122992, 26.66757594,,,,
Wellington,PALM BEACH,SHELTER,RISK,304,No,Yes, , ,-80.28631287, 26.66625788,,,,
Belle Grade,PALM BEACH,SHELTER,RISK,179,No,Yes, , ,-80.67275800, 26.68997800,,,,
Palm Bch Gardens,PALM BEACH,SHELTER,RISK,1346,No,Yes, , ,-80.10165703, 26.82475301,,,,
Loxahatchee,PALM BEACH,SHELTER,RISK,917,No,Yes, , ,-80.31068401, 26.74666401,,,,
Palm Bch Gardens,PALM BEACH,SHELTER,RISK,307,No,Yes, , ,-80.11500403, 26.84747999,,,,
New Port Richey,PASCO,SHELTER,RISK,1509,No,Yes, , ,-82.60208896, 28.18554698,,,,
Wesley Chapel,PASCO,SHELTER,RISK,373,No,Yes, , ,-82.30685797, 28.25572200,,,,
Wesley Chapel,PASCO,SHELTER,RISK,269,No,Yes, , ,-82.27522500, 28.26470798,,,,
Wesley Chapel,PASCO,SHELTER,RISK,174,No,Yes, , ,-82.29473002, 28.21031299,,,,
Land O'Lakes,PASCO,SHELTER,RISK,682,No,Yes, , ,-82.50832598, 28.20131502,,,,
New Port Richey,PASCO,SHELTER,RISK,494,No,Yes, , ,-82.62167999, 28.26619300,,,,
Wesley Chapel,PASCO,SHELTER,RISK,46,No,Yes, , ,-82.32674504, 28.18951301,,,,
Wesley Chapel,PASCO,SHELTER,RISK,349,No,Yes, , ,-82.27522500, 28.26470798,,,,
Wesley Chapel,PASCO,SHELTER,RISK,822,No,Yes, , ,-82.30685797, 28.25572200,,,,
Lutz,PASCO,SHELTER,RISK,378,No,Yes, , ,-82.41111200, 28.17720301,,,,
Wesley Chapel,PASCO,SHELTER,RISK,317,No,Yes, , ,-82.37166500, 28.23060101,,,,
New Port Richey,PASCO,SHELTER,RISK,199,No,Yes, , ,-82.62167999, 28.26619300,,,,
Wesley Chapel,PASCO,SHELTER,RISK,787,No,Yes, , ,-82.27588499, 28.22644899,,,,
Land O Lakes,PASCO,SHELTER,RISK,46,No,Yes, , ,-82.50832598, 28.20131502,,,,
New Port Richey,PASCO,SHELTER,RISK,162,No,Yes, , ,-82.62167999, 28.26619300,,,,
Dade City,PASCO,SHELTER,RISK,563, ,Yes, , ,-82.19619597, 28.36081199,,,,
Land O'Lakes,PASCO,SHELTER,RISK,221,No,Yes, , ,-82.45459002, 28.29284800,,,,
Wesley Chapel,PASCO,SHELTER,RISK,510,No,Yes, , ,-82.31109668, 28.25528003,,,,
Land O Lakes,PASCO,SHELTER,RISK,35,No,Yes, , ,-82.50832598, 28.20131502,,,,
New Port Richey,PASCO,SHELTER,RISK,266,No,Yes, , ,-82.62167999, 28.26619300,,,,
Lutz,PASCO,SHELTER,RISK,180,No,Yes, , ,-82.41111200, 28.17720301,,,,
Zephyrhills,PASCO,SHELTER,RISK,487,No,Yes, , ,-82.17944700, 28.23957602,,,,
Lutz,PASCO,SHELTER,RISK,212,No,Yes, , ,-82.41111200, 28.17720301,,,,
Wesley Chapel,PASCO,SHELTER,RISK,262,No,Yes, , ,-82.37166500, 28.23060101,,,,
Wesley Chapel,PASCO,SHELTER,RISK,77,No,Yes, , ,-82.27522500, 28.26470798,,,,
Wesley Chapel,PASCO,SHELTER,RISK,323,No,Yes, , ,-82.30685797, 28.25572200,,,,
New Port Richey,PASCO,SHELTER,RISK,1563,No,Yes, , ,-82.62167999, 28.26619300,,,,
New Port Richey,PASCO,SHELTER,RISK,838,No,Yes, , ,-82.62167999, 28.26619300,,,,
Wesley Chapel,PASCO,SHELTER,RISK,241,No,Yes, , ,-82.37166500, 28.23060101,,,,
Land O'Lakes,PASCO,SHELTER,RISK,804,No,Yes, , ,-82.42922504, 28.23335300,,,,
Wesley Chapel,PASCO,SHELTER,RISK,335,No,Yes, , ,-82.30685797, 28.25572200,,,,
Wesley Chapel,PASCO,SHELTER,RISK,411,No,Yes, , ,-82.29473002, 28.21031299,,,,
Land O'Lakes,PASCO,SHELTER,RISK,227,No,Yes, , ,-82.50832598, 28.20131502,,,,
Land O'Lakes,PASCO,SHELTER,RISK,365,No,Yes, , ,-82.45459002, 28.29284800,,,,
Wesley Chapel,PASCO,SHELTER,RISK,1325,No,Yes, , ,-82.35978499, 28.21120399,,,,
Wesley Chapel,PASCO,SHELTER,RISK,76,No,Yes, , ,-82.31210998, 28.25603598,,,,
Wesley Chapel,PASCO,SHELTER,RISK,67,No,Yes, , ,-82.37166500, 28.23060101,,,,
Wesley Chapel,PASCO,SHELTER,RISK,758,No,Yes, , ,-82.29473002, 28.21031299,,,,
Wesley Chapel,PASCO,SHELTER,RISK,159,No,Yes, , ,-82.31109668, 28.25528003,,,,
Wesley Chapel,PASCO,SHELTER,RISK,71,No,Yes, , ,-82.31109668, 28.25528003,,,,
Wesley Chapel,PASCO,SHELTER,RISK,167,No,Yes, , ,-82.29473002, 28.21031299,,,,
Wesley Chapel,PASCO,SHELTER,RISK,58,No,Yes, , ,-82.30685797, 28.25572200,,,,
Land O'Lakes,PASCO,SHELTER,RISK,1128,No,Yes, , ,-82.50832598, 28.20131502,,,,
New Port Richey,PASCO,SHELTER,RISK,105,No,Yes, , ,-82.62167999, 28.26619300,,,,
New Port Richey,PASCO,SHELTER,RISK,156,No,Yes, , ,-82.62167999, 28.26619300,,,,
Land O'Lakes,PASCO,SHELTER,RISK,348,No,Yes, , ,-82.45459002, 28.29284800,,,,
Wesley Chapel,PASCO,SHELTER,RISK,35,No,Yes, , ,-82.32674504, 28.18951301,,,,
New Port Richey,PASCO,SHELTER,RISK,1325,No,Yes, , ,-82.64702502, 28.20749600,,,,
Land O'Lakes,PASCO,SHELTER,RISK,305,No,Yes, , ,-82.45459002, 28.29284800,,,,
Land O'Lakes,PASCO,SHELTER,RISK,176,No,Yes, , ,-82.50832598, 28.20131502,,,,
Wesley Chapel,PASCO,SHELTER,RISK,328,No,Yes, , ,-82.27522500, 28.26470798,,,,
Wesley Chapel,PASCO,SHELTER,RISK,250,No,Yes, , ,-82.27522500, 28.26470798,,,,
Lutz,PASCO,SHELTER,RISK,285,No,Yes, , ,-82.41111200, 28.17720301,,,,
New Port Richey,PASCO,SHELTER,RISK,119,No,Yes, , ,-82.62167999, 28.26619300,,,,
New Port Richey,PASCO,SHELTER,RISK,469,No,Yes, , ,-82.62167999, 28.26619300,,,,
Wesley Chapel,PASCO,SHELTER,RISK,176,No,Yes, , ,-82.32674504, 28.18951301,,,,
Land O'Lakes,PASCO,SHELTER,RISK,431,No,Yes, , ,-82.45459002, 28.29284800,,,,
Wesley Chapel,PASCO,SHELTER,RISK,348,No,Yes, , ,-82.37166500, 28.23060101,,,,
Wesley Chapel,PASCO,SHELTER,RISK,248,No,Yes, , ,-82.37166500, 28.23060101,,,,
Land O'Lakes,PASCO,SHELTER,RISK,1186,No,Yes, , ,-82.50832598, 28.20131502,,,,
Lutz,PASCO,SHELTER,RISK,132,No,Yes, , ,-82.41111200, 28.17720301,,,,
New Port Richey,PASCO,SHELTER,RISK,1605,No,Yes, , ,-82.62167999, 28.26619300,,,,
Land O'Lakes,PASCO,SHELTER,RISK,729,No,Yes, , ,-82.48761597, 28.21317202,,,,
Wesley Chapel,PASCO,SHELTER,RISK,220,No,Yes, , ,-82.27522500, 28.26470798,,,,
Dade City,PASCO,SHELTER,RISK,438, ,Yes, , ,-82.19619597, 28.36081199,,,,
Dunedin,PINELLAS,SHELTER,RISK,280,D,Yes, , ,-82.77711199, 27.99811501,,,,
Clearwater,PINELLAS,SHELTER,RISK,531,No,Yes, , ,-82.76056804, 27.96654298,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,143,No,Yes, , ,-82.76261197, 28.08565599,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,248,No,Yes, , ,-82.75251999, 28.06661901,,,,
Clearwater,PINELLAS,SHELTER,RISK,209,No,Yes, , ,-82.71188603, 27.99572198,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,977,No,Yes, ,Yes,-82.67833998, 27.76156002,-82.67833998, 27.76156002,,
Palm Harbor,PINELLAS,SHELTER,RISK,742,No,Yes, , ,-82.72648303, 28.08860499,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,297,No,Yes, ,Yes,-82.76261197, 28.08565599,-82.76261197, 28.08565599,,
St. Petersburg,PINELLAS,SHELTER,RISK,480,No,Yes, , ,-82.68245700, 27.80794501,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,475,No,Yes, , ,-82.69011001, 27.76514701,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,522,No,Yes, , ,-82.68246798, 27.75836199,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,522,No,Yes, , ,-82.65995603, 27.82213000,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,90,No,Yes, , ,-82.66580098, 27.74719201,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,1617,No,Yes, , ,-82.67296298, 27.81669999,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,645,No,Yes, , ,-82.76261197, 28.08565599,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,1074,No,Yes, , ,-82.72648303, 28.08860499,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,68,No,Yes, , ,-82.76261197, 28.08565599,,,,
Largo,PINELLAS,SHELTER,RISK,466,No,Yes, , ,-82.79751899, 27.91203798,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,130,No,Yes, , ,-82.67296298, 27.81669999,,,,
Clearwater,PINELLAS,SHELTER,RISK,1969,No,Yes, , ,-82.76647200, 27.97617400,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,384,No,Yes, , ,-82.75251999, 28.06661901,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,297,No,Yes, , ,-82.66825101, 27.77919999,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,393,No,Yes, , ,-82.67296298, 27.81669999,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,521,No,Yes, , ,-82.69011001, 27.76514701,,,,
Clearwater,PINELLAS,SHELTER,RISK,374,No,Yes, , ,-82.71751800, 28.01665201,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,586,No,Yes, , ,-82.76261197, 28.08565599,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,526,No,Yes, , ,-82.68245700, 27.80794501,,,,
Dunedin,PINELLAS,SHELTER,RISK,315,D,Yes, , ,-82.77711199, 27.99811501,,,,
Largo,PINELLAS,SHELTER,RISK,129,No,Yes, , ,-82.80354260, 27.89945503,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,114,No,Yes, , ,-82.68245700, 27.80794501,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,799,No,Yes, ,Yes,-82.67929262, 27.76133567,-82.67929262, 27.76133567,,
Seminole,PINELLAS,SHELTER,RISK,876,No,Yes, , ,-82.81471472, 27.85104485,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,242,No,Yes, , ,-82.68245700, 27.80794501,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,488,No,Yes, , ,-82.68246798, 27.75836199,,,,
Clearwater,PINELLAS,SHELTER,RISK,303,No,Yes, , ,-82.79364202, 27.94506800,,,,
Clearwater,PINELLAS,SHELTER,RISK,273,No,Yes, , ,-82.71188603, 27.99572198,,,,
Clearwater,PINELLAS,SHELTER,RISK,100,No,Yes, , ,-82.71164497, 28.02336499,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,327,No,Yes, , ,-82.76261197, 28.08565599,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,1373,No,Yes, ,Yes,-82.67954501, 27.76163099,-82.67954501, 27.76163099,,
Palm Harbor,PINELLAS,SHELTER,RISK,507,No,Yes, , ,-82.75251999, 28.06661901,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,394,No,Yes, ,Yes,-82.67954528, 27.76161242,-82.67954528, 27.76161242,,
St Petersburg,PINELLAS,SHELTER,RISK,269,No,Yes, , ,-82.66825101, 27.77919999,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,168,No,Yes, , ,-82.76261197, 28.08565599,,,,
Clearwater,PINELLAS,SHELTER,RISK,292,No,Yes, , ,-82.72074302, 27.96984998,,,,
Clearwater,PINELLAS,SHELTER,RISK,577,No,Yes, , ,-82.78881899, 27.95084100,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,512,No,Yes, , ,-82.65995603, 27.82213000,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,483,No,Yes, , ,-82.68245700, 27.80794501,,,,
Dunedin,PINELLAS,SHELTER,RISK,575,D,Yes, , ,-82.77711199, 27.99811501,,,,
Largo,PINELLAS,SHELTER,RISK,1124,No,Yes, ,Yes,-82.78548098, 27.91986500,-82.78548098, 27.91986500,,
Clearwater,PINELLAS,SHELTER,RISK,226,No,Yes, , ,-82.71188603, 27.99572198,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,582,No,Yes, , ,-82.76261197, 28.08565599,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,2060,No,Yes, ,Yes,-82.67833998, 27.76156002,-82.67833998, 27.76156002,,
Palm Harbor,PINELLAS,SHELTER,RISK,364,No,Yes, , ,-82.76261197, 28.08565599,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,502,No,Yes, ,Yes,-82.76261197, 28.08565599,-82.76261197, 28.08565599,,
Dunedin,PINELLAS,SHELTER,RISK,200,D,Yes, , ,-82.77711199, 27.99811501,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,591,No,Yes, , ,-82.65279797, 27.74808699,,,,
St. Petersburg,PINELLAS,SHELTER,RISK,31,No,Yes, , ,-82.67296298, 27.81669999,,,,
Palm Harbor,PINELLAS,SHELTER,RISK,305,No,Yes, , ,-82.76261197, 28.08565599,,,,
Poinciana,POLK,SHELTER,RISK,604,No,Yes, , ,-81.51146297, 28.06678200,,,,
Lakeland,POLK,SHELTER,RISK,660,No,Yes, , ,-81.92076999, 27.95758801,,,,
Lakeland,POLK,SHELTER,RISK,383,No,Yes, , ,-82.01048896, 27.96641801,,,,
Davenport,POLK,SHELTER,RISK,251,No,Yes, , ,-81.62941897, 28.16642899,,,,
Bartow,POLK,SHELTER,RISK,304,No,Yes, , ,-81.82821995, 27.88457004,,,,
Davenport,POLK,SHELTER,RISK,367,No,Yes, , ,-81.63157232, 28.15030699,,,,
Davenport,POLK,SHELTER,RISK,367,No,Yes, , ,-81.62941897, 28.16642899,,,,
Winter Haven,POLK,SHELTER,RISK,101,No,Yes, , ,-81.71729300, 28.04679698,,,,
Haines City,POLK,SHELTER,RISK,257,No,Yes, ,Yes,-81.62389203, 28.08592299,-81.62389203, 28.08592299,,
Poinciana,POLK,SHELTER,RISK,252,No,Yes, , ,-81.48960070, 28.07554405,,,,
Lakeland,POLK,SHELTER,RISK,420,No,Yes, , ,-81.99570404, 28.09463200,,,,
Lakeland,POLK,SHELTER,RISK,420,No,Yes, , ,-81.95141397, 27.97581098,,,,
Lakeland,POLK,SHELTER,RISK,255,No,Yes, , ,-81.98749798, 28.12635302,,,,
Auburndale,POLK,SHELTER,RISK,437,No,Yes, , ,-81.78848373, 28.07025308,,,,
Poinciana,POLK,SHELTER,RISK,600,No,Yes, , ,-81.51146297, 28.06678200,,,,
Lakeland,POLK,SHELTER,RISK,367,No,Yes, , ,-81.92238099, 27.98268502,,,,
Eagle Lake,POLK,SHELTER,RISK,556,No,Yes, , ,-81.74941497, 27.98022300,,,,
Auburndale,POLK,SHELTER,RISK,60,No,Yes, , ,-81.78848373, 28.07025308,,,,
Lakeland,POLK,SHELTER,RISK,249,No,Yes, , ,-81.98749798, 28.12635302,,,,
Lakeland,POLK,SHELTER,RISK,844,No,Yes, , ,-81.85990002, 28.07233999,,,,
Davenport,POLK,SHELTER,RISK,256,No,Yes, , ,-81.56924300, 28.22032561,,,,
Lakeland,POLK,SHELTER,RISK,387,No,Yes, , ,-82.01745251, 28.12629500,,,,
Davenport,POLK,SHELTER,RISK,696,No,Yes, , ,-81.63157232, 28.15030699,,,,
Lakeland,POLK,SHELTER,RISK,250,No,Yes, , ,-81.99570404, 28.09463200,,,,
Davenport,POLK,SHELTER,RISK,223,No,Yes, , ,-81.64692701, 28.24615401,,,,
Lakeland,POLK,SHELTER,RISK,352,No,Yes, , ,-81.99570404, 28.09463200,,,,
Lakeland,POLK,SHELTER,RISK,352,No,Yes, , ,-81.96060699, 28.06416600,,,,
Eagle Lake,POLK,SHELTER,RISK,840,No,Yes, , ,-81.74941497, 27.98022300,,,,
Haines City,POLK,SHELTER,RISK,302,No,Yes, , ,-81.56105902, 28.04261500,,,,
Lakeland,POLK,SHELTER,RISK,315,No,Yes, , ,-81.94019698, 28.03963301,,,,
Lakeland,POLK,SHELTER,RISK,315,No,Yes, , ,-81.95532497, 28.13439701,,,,
Lakeland,POLK,SHELTER,RISK,253,No,Yes, , ,-81.92238099, 27.98268502,,,,
Lakeland,POLK,SHELTER,RISK,211,No,Yes, , ,-82.01048896, 27.96641801,,,,
Lakeland,POLK,SHELTER,RISK,534,No,Yes, , ,-81.85990002, 28.07233999,,,,
Lakeland,POLK,SHELTER,RISK,2371,No,Yes, , ,-81.95639321, 28.12941792,,,,
Winter Haven,POLK,SHELTER,RISK,233,No,Yes, , ,-81.67715602, 27.95657155,,,,
Auburndale,POLK,SHELTER,RISK,1470,No,Yes, , ,-81.78848373, 28.07025308,,,,
Lakeland,POLK,SHELTER,RISK,302,No,Yes, , ,-81.90244899, 28.06181098,,,,
Bartow,POLK,SHELTER,RISK,276,No,Yes, , ,-81.84244202, 27.88391100,,,,
Haines City,POLK,SHELTER,RISK,180,No,Yes, , ,-81.62570498, 28.08457204,,,,
Poinciana,POLK,SHELTER,RISK,518,No,Yes, , ,-81.46038700, 28.11332201,,,,
Lakeland,POLK,SHELTER,RISK,355,No,Yes, , ,-81.92238099, 27.98268502,,,,
